X,γ,F,Wᵢ,τ,spp,eqN
1.520498018564522,0.14011551225787716,645.228026292619,0.1898554669428346,20.463276827616276,1,123.0433599171496
1.5524648951649334,0.1503825915382299,745.6155316138959,0.18548539108880052,18.99990642122221,2,124.35438267335984
1.5665258747959676,0.20679516399260434,769.6748535658701,0.179823265091682,19.766978261152975,3,126.0530204724954
1.6066593643322704,0.18238020825891993,759.7328417366334,0.17726758958642275,21.19269846986876,4,126.81972312407316
1.6077966623587576,0.21509189235088383,556.2580586657157,0.1748438594732528,29.764924412465962,5,127.54684215802418
1.6375330428906254,0.20709541413298402,606.2467081657217,0.1723022336256551,28.672054987884525,6,128.30932991230344
1.5439633039410803,0.44515198077758933,739.5885642553533,0.16569840917396478,23.928273932581302,7,130.29047724781057
1.5223068463928757,0.5386334391161195,518.1930636679308,0.16170450314202225,35.45895856136937,8,131.48864905739333
1.8153197276941544,0.10179450009650742,552.4142214562382,0.16153122405336393,39.48699573107546,9,131.54063278399082
1.7087547903462548,0.2993588071348402,540.3114349624636,0.15911253216681473,39.35662884868349,10,132.26624034995555
1.514789204466804,0.6164762694355319,602.4826272612099,0.15745568726297743,32.17052485757224,11,132.76329382110677
1.529329712211644,0.6389984375162179,502.23531271626933,0.15468810998439825,40.51760268725124,12,133.59356700468052
1.6850392408133654,0.4140128504830739,692.9463318152339,0.1541582101564961,32.341340849288244,13,133.75253695305116
1.897654149276143,0.10768004496184605,689.4846678631395,0.1533838481277784,36.30402125551243,14,133.98484556166648
1.6606626961437925,0.46560330526130467,702.2233212153924,0.1532344587577401,31.906334637090442,15,134.02966237267796
1.8242339970711963,0.2271946651503734,775.9918724435897,0.15280916176337397,31.466252360947486,16,134.1572514709878
1.7517600534471653,0.3496070606719691,738.1609753123779,0.15197396785774211,32.337592077862816,17,134.40780964267736
1.7733518372262724,0.3207644245576068,860.2278508642544,0.1517586190868972,28.115913070697886,18,134.47241427393084
1.572873792578306,0.6591302010849596,514.4664985294105,0.14949033507919107,43.81266076582818,19,135.15289947624265
1.8616837898840157,0.24762145582339037,804.6891931837117,0.1481980036557713,32.78109089164266,20,135.5405989032686
1.7985992378760753,0.3502981140581227,771.4388214474696,0.14772158358002552,33.51068459025251,21,135.68352492599234
1.6410480260027627,0.604687467933545,810.8564556457463,0.14665813933366448,30.07699033912358,22,136.00255819990065
1.9180469961696147,0.2115642792875838,843.8199045719996,0.14535138984341817,33.22017754623494,23,136.39458304697453
1.8541267544361806,0.30783701130513463,802.749180199397,0.1453285790574555,34.076073709629895,24,136.40142628276334
1.6842675412531205,0.5645190569697469,777.1068944137174,0.14521856478771322,32.75243512731392,25,136.43443056368602
1.8805294481035784,0.28657502986792394,823.8126427760969,0.14426623080147277,34.051931744114,26,136.72013075955817
1.9738279160207712,0.14939836176686044,651.688642549804,0.14410641275083713,44.643237917864,27,136.76807617474887
1.8183483050931666,0.40628927649301505,842.4612917362493,0.14274836641160313,33.212814286469076,28,137.17549007651905
1.7861656221096638,0.477351325317649,896.3763653687852,0.14145309740441686,31.41380459867576,29,137.56407077867493
1.5853222165773837,0.7826381936090879,511.2972201325268,0.14122572417834928,50.539768845876736,30,137.6322827464952
1.89919619287972,0.3444784303795495,864.7397094877006,0.13939324096679323,35.02916533444524,31,138.182027709962
1.9008479661768203,0.384674597706965,510.54663756985315,0.13703405610352257,61.49195494205051,32,138.8897831689432
1.690608334757407,0.7092188209629936,730.2677493893561,0.13653152893783943,40.1054720609379,33,139.04054131864817
1.6038317240042204,0.850484860932236,624.0650585568453,0.13592661161991826,45.705575549394844,34,139.22201651402452
1.9162797046028146,0.3838291835807627,836.3784116936778,0.13581702863623255,38.43092394395773,35,139.25489140913024
1.7072701333230687,0.6991867086702129,631.9181243883368,0.13571693209007882,47.29734797455108,36,139.28492037297633
1.7657421661378312,0.6161474879110752,646.248324220032,0.13546371298080964,47.489971452876375,37,139.36088610575712
1.575280391176203,0.9273949823479513,723.7078848108081,0.13408606511772858,40.22016441438429,38,139.77418046468142
1.787430570125096,0.61107209803411,550.8962631674059,0.13398407064934736,57.52868939572045,39,139.80477880519578
1.6636769658364787,0.8100298510629753,641.5536566653146,0.13327171025202036,47.76039615644233,40,140.0184869243939
1.6058165890810878,0.9083586367241003,763.2297758218892,0.13265804012037713,39.65691615296157,41,140.20258796388686
1.9089941246694293,0.48662117981552144,802.4815988157197,0.13091694986940242,43.17750141534718,42,140.72491503917928
1.7098221386997146,0.8064562694746414,665.4526100820378,0.12981784913502664,49.81622609768499,43,141.054645259492
1.8598259165026148,0.5942906780153262,771.6104192757209,0.1291528100469069,45.58792439034182,44,141.25415698592792
1.5002331125667137,1.141597088124249,768.4376150852768,0.12874444534123533,40.63975108685102,45,141.3766663976294
1.7171673334925686,0.8293629210171662,818.2346038386905,0.12806814818289283,41.934759890299354,46,141.57955554513217
1.924371812138435,0.5365363440293742,550.7110932578624,0.12715037911853916,67.27674678344417,47,141.85488626443825
1.5196242068705024,1.1775760915868627,612.8188231980068,0.12543693692594735,55.01277300228004,48,142.36891892221578
1.5722628648049457,1.1114323289885444,643.403742564156,0.12479563107913222,54.13747552225491,49,142.56131067626032
1.9518958884101563,0.5493792886809853,766.5469645069846,0.12442695661830327,51.00271045273904,50,142.67191301450902
1.6958646228253085,0.9497794741348646,858.380707658188,0.12361569696677276,43.24676504258547,51,142.91529090996815
1.6898719295089872,0.9719338140153833,730.8208803277681,0.1229664329289131,51.36982536119216,52,143.1100701213261
1.8126976353531365,0.7899319815456546,648.8935981983778,0.12285646522813087,59.939575351214934,53,143.1430604315607
1.5902256561918156,1.144118749041565,899.6523974608748,0.12185419476079892,41.45098369659816,54,143.4437415717603
1.8942336291653452,0.7028484191554571,663.9079856927681,0.12113777730829856,61.692127250209516,55,143.6586668075104
1.590799343992351,1.1761173209005595,716.6589371596956,0.1202630664352044,53.88246939821931,56,143.92108006943866
1.8159387591618046,0.8485581569724105,525.2129991726594,0.11977579020223415,78.68536946353358,57,144.06726293932974
1.8456763122355793,0.8103859376349077,562.239114478476,0.11946792628136271,74.43632073523005,58,144.15962211559116
1.539157826145906,1.273950831946026,801.0496277631341,0.11928708538276274,48.53362598156036,59,144.21387438517118
1.6256957908891625,1.1543556971779836,822.3819305078957,0.11880082424782736,48.972942026953206,60,144.3597527256518
1.6580350901513383,1.1241033446928566,722.3368868042395,0.11793642480709957,57.30272613305274,61,144.61907255787014
1.5489094855786596,1.3317513601067932,772.8505901804874,0.11588077525498854,54.67105269070162,62,145.2357674235034
1.8572573844670814,0.898603120737426,645.0087138877576,0.11452720802596887,71.9171409815037,63,145.64183759220933
1.6839544465223102,1.172154852082883,729.1077449752626,0.1139059934871295,62.558479544375146,64,145.82820195386117
1.8591028673327123,0.9336929169966424,816.9540761727503,0.11280596413730927,58.92769186731265,65,146.1582107588072
1.612355221178716,1.3041716074506344,865.5980369630315,0.11278984661505267,53.387913009438236,66,146.1630460154842
1.5562634681103402,1.4148575221234923,642.6303954013234,0.11159843300854809,73.3311346966072,67,146.52047009743558
1.6052288478984575,1.3446893461724045,767.0185828021126,0.11145211660965344,62.21752330333398,68,146.56436501710394
1.5725761345320228,1.4177539503914094,625.0126756393427,0.11038351891917027,78.05614565603662,69,146.88494432424892
1.8158000808461214,1.0646558068355558,784.4946956709952,0.10986647086390593,65.17645475443582,70,147.04005874082821
1.8972907926645657,0.9461690465213259,684.7393898869296,0.10970182508681289,75.64760079944826,71,147.0894524739561
1.9752956291433077,0.840259359682217,820.5856093999612,0.10921593494431019,64.30901455849813,72,147.2352195167069
1.746875501291654,1.1893781493479993,837.8200767996473,0.10893283916822004,61.898709641908646,73,147.32014824953396
1.5639774814578944,1.469931895010461,896.6179866778884,0.1086627285324828,56.90378516614503,74,147.40118144025513
1.7663993014664006,1.1748753706281037,673.6962611460441,0.1082906016230987,78.36884261403105,75,147.51281951307038
1.5825945881260854,1.4552522690651044,805.8712917190858,0.10808851101563792,64.47077454471588,76,147.57344669530863
1.9767225598719558,0.8643505494619567,543.4787964564257,0.10807596318604239,99.56937660194015,77,147.57721104418727
1.8708716501019922,1.0519657248741086,786.681722060277,0.10683641345951941,70.17607722918393,78,147.94907596214415
1.6079671469187855,1.467730635148952,826.678392725316,0.10592545120954758,66.8988998009448,79,148.22236463713574
1.8664108413566405,1.0860490405025083,895.3456560381962,0.10567221348783999,63.3925249335278,80,148.298335953648
1.9069154161305053,1.0358493407462854,578.4252982253629,0.10522691487974341,99.4259936093479,81,148.431925536077
1.8188114374550857,1.17519875178101,618.6331030067569,0.10492457253821302,93.20086350902582,82,148.52262823853607
1.6534497815415083,1.4300866386609106,509.09693422774933,0.10463766512299685,112.99802415953357,83,148.60870046310094
1.6836190342174682,1.4012037022199293,516.250231729028,0.10395469684774293,113.76489084176458,84,148.8135909456771
1.8586503054338084,1.140285987081457,513.1604418397487,0.10388697406568677,115.56486932277538,85,148.83390778029397
1.9860101548342275,0.957557271421221,615.7826917302433,0.10354218321355524,97.56710808543838,86,148.93734503593342
1.8138645877699535,1.234955616898588,595.6859515226438,0.10275084724140428,102.3633897920391,87,149.17474582757873
1.8953435884705074,1.1145020166620976,814.3536010610122,0.10267833481827456,75.16960291318303,88,149.19649955451763
1.7899764556057742,1.3321104521940474,839.1963537668236,0.10026112616130971,77.73714415787741,89,149.92166215160708
1.983804205532484,1.0427673392026486,831.0002316079056,0.10020505529476259,78.4679928679015,90,149.9384834115712
1.8359781193920237,1.2811769396632238,568.6018310061686,0.09953909194962386,116.97826241647314,91,150.13827241511285
1.9465077109379274,1.1444741903967781,523.6886482953997,0.09838750317124126,130.64437239735642,92,150.48374904862763
1.9865478573903177,1.0887293111042529,527.1017603586547,0.09821781943562101,130.19929028673286,93,150.5346541693137
1.9203977624802968,1.2664747544158845,673.5219437003443,0.09518092358120249,111.20038928488525,94,151.44572292563925
1.95796923367914,1.2248180214657103,565.2455508763509,0.09462288400718463,134.2022473218602,95,151.6131347978446
1.9813423217226185,1.2420361455528615,791.8806709062609,0.09266475980505152,101.13625017220609,96,152.20057205848454
1.8766867625432586,1.4269327786609842,531.2509121620303,0.09163588287650574,157.75242262464238,97,152.50923513704828
1.933979162208975,1.4096603835713193,577.5355247467818,0.0891532186725685,155.65400378589393,98,153.2540343982294
1.9396768589568796,1.43946728892759,884.7608706414989,0.08779592326284566,106.12678608222946,99,153.66122302114627
1.945954643590396,1.4609200510844886,553.2581463368406,0.08671850445216162,175.7498433838801,100,153.98444866435153
