W₀mean,W₀sd,Tmean,Tsd,var,mean,sd
0.1,0.18,50.0,10.0,n,8.0,1.7471781760734562
0.2,0.18,50.0,10.0,n,8.7,3.079644545449326
0.3,0.18,50.0,10.0,n,10.3,2.430074722697789
0.4,0.18,50.0,10.0,n,11.55,3.252124811484591
0.5,0.18,50.0,10.0,n,13.7,3.525844430397975
0.6,0.18,50.0,10.0,n,14.2,2.8395700193404
0.1,0.24,50.0,10.0,n,10.45,1.8202082009311031
0.2,0.24,50.0,10.0,n,11.15,2.8704483420208984
0.3,0.24,50.0,10.0,n,12.7,3.599707590463718
0.4,0.24,50.0,10.0,n,13.1,2.468752081944492
0.5,0.24,50.0,10.0,n,12.9,3.6692176134343466
0.6,0.24,50.0,10.0,n,13.55,2.3502519461807316
0.1,0.3,50.0,10.0,n,11.15,2.2307657406087453
0.2,0.3,50.0,10.0,n,11.6,2.722228189514882
0.3,0.3,50.0,10.0,n,11.55,2.54382637606794
0.4,0.3,50.0,10.0,n,12.2,2.912766816330444
0.5,0.3,50.0,10.0,n,13.75,2.989014975926984
0.6,0.3,50.0,10.0,n,14.1,2.6337885460422137
0.1,0.0,70.0,10.0,n,7.6,2.257152374587339
0.2,0.0,70.0,10.0,n,9.75,2.2213082915965963
0.3,0.0,70.0,10.0,n,14.85,2.7582412397834433
0.4,0.0,70.0,10.0,n,17.75,3.5522416940055725
0.5,0.0,70.0,10.0,n,18.05,3.899730085126675
0.6,0.0,70.0,10.0,n,18.35,2.888725816360089
0.1,0.06,70.0,10.0,n,9.3,2.5360557855395096
0.2,0.06,70.0,10.0,n,10.35,2.5188761069384227
0.3,0.06,70.0,10.0,n,15.55,3.170173496829472
0.4,0.06,70.0,10.0,n,17.6,3.6906710272766046
0.5,0.06,70.0,10.0,n,19.95,2.762054917705485
0.6,0.06,70.0,10.0,n,20.2,3.562967420859369
0.1,0.12,70.0,10.0,n,12.45,3.1367935354770364
0.2,0.12,70.0,10.0,n,13.8,2.6277867413271454
0.3,0.12,70.0,10.0,n,15.6,3.2991226904005537
0.4,0.12,70.0,10.0,n,16.95,3.2195946132524527
0.5,0.12,70.0,10.0,n,18.8,4.763899331651044
0.6,0.12,70.0,10.0,n,17.95,3.203205631205945
0.1,0.18,70.0,10.0,n,14.15,2.6011131220468307
0.2,0.18,70.0,10.0,n,15.6,1.729009451741235
0.3,0.18,70.0,10.0,n,14.9,3.007009355349247
0.4,0.18,70.0,10.0,n,17.35,3.281126250799291
0.5,0.18,70.0,10.0,n,17.85,2.433861994963214
0.6,0.18,70.0,10.0,n,18.4,2.7796251167151453
0.1,0.24,70.0,10.0,n,15.2,2.9127668163304437
0.2,0.24,70.0,10.0,n,16.35,2.739093203771527
0.3,0.24,70.0,10.0,n,18.05,2.3277502126799554
0.4,0.24,70.0,10.0,n,17.75,3.891623933797466
0.5,0.24,70.0,10.0,n,17.35,2.158825216591069
0.6,0.24,70.0,10.0,n,17.7,2.939745782063118
0.1,0.3,70.0,10.0,n,15.3,2.773938867766423
0.2,0.3,70.0,10.0,n,17.95,2.910507280798134
0.3,0.3,70.0,10.0,n,18.15,3.013565819319104
0.4,0.3,70.0,10.0,n,18.55,2.837252191822221
0.5,0.3,70.0,10.0,n,17.9,2.9181825634603826
0.6,0.3,70.0,10.0,n,17.9,2.3373399185263666
0.1,0.0,90.0,10.0,n,9.6,2.962928849706157
0.2,0.0,90.0,10.0,n,14.0,2.0
0.3,0.0,90.0,10.0,n,18.25,3.891623933797466
0.4,0.0,90.0,10.0,n,21.55,3.268268493769816
0.5,0.0,90.0,10.0,n,22.4,1.9574419397183718
0.6,0.0,90.0,10.0,n,22.15,3.4682772911664737
0.1,0.06,90.0,10.0,n,12.55,2.5230516193063135
0.2,0.06,90.0,10.0,n,14.55,3.634266739913583
0.3,0.06,90.0,10.0,n,18.45,2.9995613714429368
0.4,0.06,90.0,10.0,n,21.35,3.1165939573093002
0.5,0.06,90.0,10.0,n,21.9,3.2751054623437215
0.6,0.06,90.0,10.0,n,23.55,2.9995613714429368
0.1,0.12,90.0,10.0,n,14.6,2.583347481568501
0.2,0.12,90.0,10.0,n,17.3,2.8488224714229236
0.3,0.12,90.0,10.0,n,19.0,3.228165521093822
0.4,0.12,90.0,10.0,n,20.65,2.3004576203785834
0.5,0.12,90.0,10.0,n,21.05,3.252124811484591
0.6,0.12,90.0,10.0,n,21.1,3.905461762576529
0.1,0.18,90.0,10.0,n,15.95,2.4809802816416613
0.2,0.18,90.0,10.0,n,18.6,2.5422741580594415
0.3,0.18,90.0,10.0,n,19.9,2.04939015319192
0.4,0.18,90.0,10.0,n,19.5,2.481510575605533
0.5,0.18,90.0,10.0,n,21.9,3.5673962198603175
0.6,0.18,90.0,10.0,n,21.05,3.605186322654161
0.1,0.24,90.0,10.0,n,18.7,2.975337221046947
0.2,0.24,90.0,10.0,n,19.05,2.781044862334261
0.3,0.24,90.0,10.0,n,20.15,2.7961439613567074
0.4,0.24,90.0,10.0,n,19.25,5.056262401585207
0.5,0.24,90.0,10.0,n,21.25,2.33677690757793
0.6,0.24,90.0,10.0,n,20.5,2.7625312572654126
0.1,0.3,90.0,10.0,n,18.65,2.7003898354048617
0.2,0.3,90.0,10.0,n,19.55,2.8741131355236305
0.3,0.3,90.0,10.0,n,19.15,5.173566417248764
0.4,0.3,90.0,10.0,n,21.35,2.1343062474478063
0.5,0.3,90.0,10.0,n,21.0,5.54408171884787
0.6,0.3,90.0,10.0,n,21.7,2.430074722697789
0.1,0.0,110.0,10.0,n,12.05,2.564432839727663
0.2,0.0,110.0,10.0,n,15.9,3.5228576916743988
0.3,0.0,110.0,10.0,n,18.85,3.631369177770715
0.4,0.0,110.0,10.0,n,24.15,2.978431236671236
0.5,0.0,110.0,10.0,n,24.7,3.0796445454493266
0.6,0.0,110.0,10.0,n,22.0,3.1119464208619965
0.1,0.06,110.0,10.0,n,13.25,6.2565754884046
0.2,0.06,110.0,10.0,n,15.35,7.095402514452951
0.3,0.06,110.0,10.0,n,20.35,3.8151360602073865
0.4,0.06,110.0,10.0,n,23.5,2.564945880212885
0.5,0.06,110.0,10.0,n,23.8,2.98416875492904
0.6,0.06,110.0,10.0,n,23.9,3.0932864485255127
0.1,0.12,110.0,10.0,n,14.9,6.797058187186572
0.2,0.12,110.0,10.0,n,15.6,8.331297997058408
0.3,0.12,110.0,10.0,n,15.1,10.46246423624649
0.4,0.12,110.0,10.0,n,22.5,3.2036163775859374
0.5,0.12,110.0,10.0,n,23.45,3.252124811484591
0.6,0.12,110.0,10.0,n,23.65,2.412140346794021
0.1,0.18,110.0,10.0,n,16.15,7.386153475111031
0.2,0.18,110.0,10.0,n,12.45,9.762845788740947
0.3,0.18,110.0,10.0,n,20.3,5.487785479925779
0.4,0.18,110.0,10.0,n,19.35,8.567226413551392
0.5,0.18,110.0,10.0,n,21.2,5.62513157740847
0.6,0.18,110.0,10.0,n,22.15,3.1834274809261465
0.1,0.24,110.0,10.0,n,15.95,7.214568594171103
0.2,0.24,110.0,10.0,n,14.95,9.09872749923104
0.3,0.24,110.0,10.0,n,17.1,8.967191662710764
0.4,0.24,110.0,10.0,n,19.65,7.013333166566603
0.5,0.24,110.0,10.0,n,21.65,5.546691759389934
0.6,0.24,110.0,10.0,n,22.9,2.8265657049165736
0.1,0.3,110.0,10.0,n,18.75,5.599577051697274
0.2,0.3,110.0,10.0,n,19.15,5.508605707627409
0.3,0.3,110.0,10.0,n,12.6,10.747827197796038
0.4,0.3,110.0,10.0,n,17.9,9.346544534577584
0.5,0.3,110.0,10.0,n,19.15,7.0507558385421945
0.6,0.3,110.0,10.0,n,19.85,8.737547530177176
0.1,0.0,10.0,20.0,n,1.85,1.3088765773505315
0.2,0.0,10.0,20.0,n,2.8,1.5423836644690752
0.3,0.0,10.0,20.0,n,4.1,1.4473205733717958
0.4,0.0,10.0,20.0,n,4.85,2.2307657406087458
0.5,0.0,10.0,20.0,n,5.4,1.6982963599783725
0.6,0.0,10.0,20.0,n,4.6,1.8467610337532774
0.1,0.06,10.0,20.0,n,1.5,0.8271701918685112
0.2,0.06,10.0,20.0,n,2.95,1.4680814547887788
0.3,0.06,10.0,20.0,n,4.35,1.460893742308382
0.4,0.06,10.0,20.0,n,4.3,1.9221698265515623
0.5,0.06,10.0,20.0,n,4.8,1.5078740698501039
0.6,0.06,10.0,20.0,n,4.85,1.814415956487898
0.1,0.12,10.0,20.0,n,2.05,1.5719582155957414
0.2,0.12,10.0,20.0,n,3.1,1.4104870379448817
0.3,0.12,10.0,20.0,n,3.3,1.3018205875255098
0.4,0.12,10.0,20.0,n,3.85,1.6630662866176475
0.5,0.12,10.0,20.0,n,4.6,1.8750438591361565
0.6,0.12,10.0,20.0,n,5.1,2.1980852911951394
0.1,0.18,10.0,20.0,n,2.6,1.3138933706635727
0.2,0.18,10.0,20.0,n,3.6,1.7591864148251213
0.3,0.18,10.0,20.0,n,4.8,1.8524521444205841
0.4,0.18,10.0,20.0,n,3.6,1.8750438591361565
