W₀mean,W₀sd,Tmean,Tsd,var,mean,sd
0.2,0.24,110.0,40.0,n,17.95,6.9242138067874
0.3,0.24,110.0,40.0,n,20.65,5.101857246966153
0.4,0.24,110.0,40.0,n,19.25,6.97269109115208
0.5,0.24,110.0,40.0,n,22.4,3.2346804934547775
0.6,0.24,110.0,40.0,n,19.2,8.513765942655212
0.1,0.3,110.0,40.0,n,19.1,4.876366205323494
0.2,0.3,110.0,40.0,n,20.0,3.0262013708347473
0.3,0.3,110.0,40.0,n,19.9,7.1811155855223205
0.4,0.3,110.0,40.0,n,20.1,5.571544244027673
0.5,0.3,110.0,40.0,n,16.85,10.147724660704668
0.6,0.3,110.0,40.0,n,22.2,5.800181485363876
0.1,0.0,10.0,50.0,n,2.0,1.1239029738980326
0.2,0.0,10.0,50.0,n,2.15,0.9880869341680844
0.3,0.0,10.0,50.0,n,3.05,1.5035046776746235
0.4,0.0,10.0,50.0,n,3.65,1.1367080817685316
0.5,0.0,10.0,50.0,n,3.5,1.1470786693528088
0.6,0.0,10.0,50.0,n,4.1,1.5183093090324964
0.1,0.06,10.0,50.0,n,1.85,0.6708203932499369
0.2,0.06,10.0,50.0,n,2.15,1.0399898784932577
0.3,0.06,10.0,50.0,n,3.15,1.1821033884786185
0.4,0.06,10.0,50.0,n,3.6,1.046296727561194
0.5,0.06,10.0,50.0,n,3.55,0.8255779474818965
0.6,0.06,10.0,50.0,n,3.4,1.231174022502185
0.1,0.12,10.0,50.0,n,2.65,1.2258187382102497
0.2,0.12,10.0,50.0,n,2.9,1.3337718577107005
0.3,0.12,10.0,50.0,n,3.35,1.268027892769755
0.4,0.12,10.0,50.0,n,3.6,1.187655806953123
0.5,0.12,10.0,50.0,n,4.2,1.7044832524535807
0.6,0.12,10.0,50.0,n,4.0,1.2977713690461004
0.1,0.18,10.0,50.0,n,2.85,1.1367080817685318
0.2,0.18,10.0,50.0,n,3.15,1.496487114615601
0.3,0.18,10.0,50.0,n,3.75,1.7434086394791457
0.4,0.18,10.0,50.0,n,3.95,1.538112308540638
0.5,0.18,10.0,50.0,n,3.8,1.6733200530681511
0.6,0.18,10.0,50.0,n,4.05,1.7312909694943341
0.1,0.24,10.0,50.0,n,3.8,1.7044832524535807
0.2,0.24,10.0,50.0,n,3.25,1.4823523268955432
0.3,0.24,10.0,50.0,n,3.4,1.1876558069531231
0.4,0.24,10.0,50.0,n,3.7,1.4545753585442767
0.5,0.24,10.0,50.0,n,3.5,0.8271701918685112
0.6,0.24,10.0,50.0,n,3.9,1.3726654823065194
0.1,0.3,10.0,50.0,n,3.55,1.4317821063276353
0.2,0.3,10.0,50.0,n,3.15,1.496487114615601
0.3,0.3,10.0,50.0,n,3.6,1.465390194130093
0.4,0.3,10.0,50.0,n,4.15,1.5985190514644287
0.5,0.3,10.0,50.0,n,3.35,1.0399898784932577
0.6,0.3,10.0,50.0,n,3.25,1.292692009559488
0.1,0.0,30.0,50.0,n,4.5,1.877848713148555
0.2,0.0,30.0,50.0,n,5.55,2.0641042405337657
0.3,0.0,30.0,50.0,n,7.4,1.9841477024816365
0.4,0.0,30.0,50.0,n,8.9,2.125038699338017
0.5,0.0,30.0,50.0,n,8.0,2.361979544454408
0.6,0.0,30.0,50.0,n,9.15,2.300457620378584
0.1,0.06,30.0,50.0,n,4.0,1.6858544608470492
0.2,0.06,30.0,50.0,n,5.75,2.1244194253340942
0.3,0.06,30.0,50.0,n,6.25,1.860248992954834
0.4,0.06,30.0,50.0,n,8.15,3.0135658193191035
0.5,0.06,30.0,50.0,n,8.65,2.719810364906464
0.6,0.06,30.0,50.0,n,7.8,3.1051739505473597
0.1,0.12,30.0,50.0,n,5.65,1.8715318802914815
0.2,0.12,30.0,50.0,n,5.7,1.8381913307436342
0.3,0.12,30.0,50.0,n,7.3,1.8945906376340316
0.4,0.12,30.0,50.0,n,8.0,2.492092758263519
0.5,0.12,30.0,50.0,n,9.15,2.3232237130876205
0.6,0.12,30.0,50.0,n,8.0,2.3841582427170787
0.1,0.18,30.0,50.0,n,6.6,1.8467610337532774
0.2,0.18,30.0,50.0,n,7.0,2.449489742783178
0.3,0.18,30.0,50.0,n,7.0,2.127513992779762
0.4,0.18,30.0,50.0,n,7.4,2.062190965683675
0.5,0.18,30.0,50.0,n,8.05,2.981963323576917
0.6,0.18,30.0,50.0,n,8.6,2.137386500526187
0.1,0.24,30.0,50.0,n,7.9,1.860956177543373
0.2,0.24,30.0,50.0,n,8.15,2.4553914898486253
0.3,0.24,30.0,50.0,n,6.5,2.305599590927317
0.4,0.24,30.0,50.0,n,8.45,2.4165002967536595
0.5,0.24,30.0,50.0,n,7.9,2.174009151193639
0.6,0.24,30.0,50.0,n,8.4,2.4148662379867796
0.1,0.3,30.0,50.0,n,7.7,2.2266330494363245
0.2,0.3,30.0,50.0,n,7.3,2.0799797569865155
0.3,0.3,30.0,50.0,n,8.4,2.233712981609438
0.4,0.3,30.0,50.0,n,7.2,2.1667341419992585
0.5,0.3,30.0,50.0,n,8.25,1.7129537431920892
0.6,0.3,30.0,50.0,n,7.6,1.8750438591361565
0.1,0.0,50.0,50.0,n,6.95,2.327750212679956
0.2,0.0,50.0,50.0,n,7.0,2.6754242162397546
0.3,0.0,50.0,50.0,n,11.2,2.98416875492904
0.4,0.0,50.0,50.0,n,15.45,4.512847158245469
0.5,0.0,50.0,50.0,n,14.35,3.9105121484478085
0.6,0.0,50.0,50.0,n,14.9,2.9717972587928037
0.1,0.06,50.0,50.0,n,6.6,2.8543595465625264
0.2,0.06,50.0,50.0,n,8.0,2.1521103473958814
0.3,0.06,50.0,50.0,n,9.8,2.2384204957490614
0.4,0.06,50.0,50.0,n,13.55,2.282081229238369
0.5,0.06,50.0,50.0,n,15.25,2.1244194253340942
0.6,0.06,50.0,50.0,n,14.85,3.937338133682116
0.1,0.12,50.0,50.0,n,7.3,2.02874085917453
0.2,0.12,50.0,50.0,n,10.0,2.449489742783178
0.3,0.12,50.0,50.0,n,10.7,2.792848008753788
0.4,0.12,50.0,50.0,n,11.45,3.017056774233353
0.5,0.12,50.0,50.0,n,14.05,2.9995613714429368
0.6,0.12,50.0,50.0,n,14.25,2.3591925469711477
0.1,0.18,50.0,50.0,n,9.15,2.4767338424456895
0.2,0.18,50.0,50.0,n,11.3,2.71642179501289
0.3,0.18,50.0,50.0,n,12.0,3.077935056255462
0.4,0.18,50.0,50.0,n,12.7,3.3419187681078637
0.5,0.18,50.0,50.0,n,14.9,3.5078858530309587
0.6,0.18,50.0,50.0,n,14.4,4.465069104197958
0.1,0.24,50.0,50.0,n,9.8,2.6076809620810595
0.2,0.24,50.0,50.0,n,10.6,2.280350850198276
0.3,0.24,50.0,50.0,n,12.25,2.692582403567252
0.4,0.24,50.0,50.0,n,14.1,3.477748818144471
0.5,0.24,50.0,50.0,n,13.55,2.605156829302827
0.6,0.24,50.0,50.0,n,14.3,2.617753154701063
0.1,0.3,50.0,50.0,n,10.75,2.173403830521681
0.2,0.3,50.0,50.0,n,12.9,2.468752081944492
0.3,0.3,50.0,50.0,n,14.1,2.1980852911951394
0.4,0.3,50.0,50.0,n,13.15,2.497893849668261
0.5,0.3,50.0,50.0,n,14.5,3.5909242322980393
0.6,0.3,50.0,50.0,n,12.25,3.2261268941010526
0.1,0.0,70.0,50.0,n,7.2,2.6872016358247004
0.2,0.0,70.0,50.0,n,10.9,3.447348332605191
0.3,0.0,70.0,50.0,n,13.8,3.3340350138659627
0.4,0.0,70.0,50.0,n,18.2,3.3654592241585224
0.5,0.0,70.0,50.0,n,19.1,2.359750209795855
0.6,0.0,70.0,50.0,n,19.25,3.640054944640259
0.1,0.06,70.0,50.0,n,9.05,2.6452539426400317
0.2,0.06,70.0,50.0,n,11.25,3.3697571363370886
0.3,0.06,70.0,50.0,n,15.15,3.1501879643167827
0.4,0.06,70.0,50.0,n,17.4,2.798495836582292
0.5,0.06,70.0,50.0,n,17.9,2.900090742681938
0.6,0.06,70.0,50.0,n,19.65,3.0135658193191035
0.1,0.12,70.0,50.0,n,11.65,2.2542357790099112
0.2,0.12,70.0,50.0,n,13.1,3.0418138632972544
0.3,0.12,70.0,50.0,n,16.2,2.375311613906246
0.4,0.12,70.0,50.0,n,17.2,2.7644357947251903
0.5,0.12,70.0,50.0,n,18.0,3.8797721039962343
0.6,0.12,70.0,50.0,n,18.3,2.1545545393788235
0.1,0.18,70.0,50.0,n,13.05,2.684752267312965
0.2,0.18,70.0,50.0,n,15.3,1.8381913307436342
0.3,0.18,70.0,50.0,n,16.3,2.939745782063118
0.4,0.18,70.0,50.0,n,18.25,3.3225703430041214
0.5,0.18,70.0,50.0,n,17.3,2.677390717215472
0.6,0.18,70.0,50.0,n,18.15,3.1165939573093002
0.1,0.24,70.0,50.0,n,13.95,2.0641042405337657
0.2,0.24,70.0,50.0,n,16.5,2.704771612111494
0.3,0.24,70.0,50.0,n,16.15,3.013565819319104
0.4,0.24,70.0,50.0,n,18.85,2.3680993933621335
0.5,0.24,70.0,50.0,n,17.65,1.8431951662948316
0.6,0.24,70.0,50.0,n,18.95,3.5463101654358553
0.1,0.3,70.0,50.0,n,14.25,2.173403830521681
0.2,0.3,70.0,50.0,n,15.15,2.888725816360089
0.3,0.3,70.0,50.0,n,16.5,1.7013926184468013
0.4,0.3,70.0,50.0,n,17.25,2.5313819816144116
0.5,0.3,70.0,50.0,n,19.65,2.814903943392441
0.6,0.3,70.0,50.0,n,18.75,3.1434978841043333
0.1,0.0,90.0,50.0,n,11.95,2.2589005243585585
0.2,0.0,90.0,50.0,n,16.75,4.1023100039393725
0.3,0.0,90.0,50.0,n,20.65,2.3457688673327066
0.4,0.0,90.0,50.0,n,22.3,2.8855356157000878
0.5,0.0,90.0,50.0,n,21.95,3.170173496829471
0.6,0.0,90.0,50.0,n,21.6,3.4089665049071614
0.1,0.06,90.0,50.0,n,12.85,2.641271623569542
0.2,0.06,90.0,50.0,n,16.0,2.991215208080594
0.3,0.06,90.0,50.0,n,20.85,2.5188761069384222
0.4,0.06,90.0,50.0,n,21.55,2.163695668842645
0.5,0.06,90.0,50.0,n,21.35,2.1830688201896455
0.6,0.06,90.0,50.0,n,21.8,2.483630619200766
0.1,0.12,90.0,50.0,n,15.55,2.258900524358558
0.2,0.12,90.0,50.0,n,17.15,2.3232237130876205
0.3,0.12,90.0,50.0,n,19.45,1.669383750149485
0.4,0.12,90.0,50.0,n,21.05,2.7236778540480113
0.5,0.12,90.0,50.0,n,20.95,2.6847522673129647
0.6,0.12,90.0,50.0,n,21.85,2.1343062474478063
0.1,0.18,90.0,50.0,n,15.85,1.6630662866176473
0.2,0.18,90.0,50.0,n,17.25,2.510504247944498
0.3,0.18,90.0,50.0,n,19.15,2.058998223459779
0.4,0.18,90.0,50.0,n,20.35,2.3902213066443956
0.5,0.18,90.0,50.0,n,20.35,3.0482954684803594
0.6,0.18,90.0,50.0,n,21.95,3.3162280411715708
0.1,0.24,90.0,50.0,n,16.7,2.3642067769572366
0.2,0.24,90.0,50.0,n,17.4,2.280350850198276
0.3,0.24,90.0,50.0,n,20.1,2.074912807299318
0.4,0.24,90.0,50.0,n,19.6,2.479388719231543
0.5,0.24,90.0,50.0,n,20.35,2.2307657406087458
0.6,0.24,90.0,50.0,n,21.5,2.23606797749979
0.1,0.3,90.0,50.0,n,17.9,2.84512510131018
0.2,0.3,90.0,50.0,n,18.25,2.863104682168054
0.3,0.3,90.0,50.0,n,20.3,2.494203807145468
0.4,0.3,90.0,50.0,n,20.7,2.6773907172154723
0.5,0.3,90.0,50.0,n,20.75,2.403396719119356
0.6,0.3,90.0,50.0,n,20.8,2.587418953726911
0.1,0.0,110.0,50.0,n,12.4,4.031455268131767
0.2,0.0,110.0,50.0,n,17.75,7.893201605112298
0.3,0.0,110.0,50.0,n,21.35,5.441313695868132
0.4,0.0,110.0,50.0,n,21.55,5.558066683943068
0.5,0.0,110.0,50.0,n,20.9,7.489641970221625
0.6,0.0,110.0,50.0,n,23.25,3.058637467549029
0.1,0.06,110.0,50.0,n,16.1,2.531901719220056
0.2,0.06,110.0,50.0,n,16.8,6.2289646009589745
0.3,0.06,110.0,50.0,n,18.7,6.68934738379258
0.4,0.06,110.0,50.0,n,20.75,5.169495547007108
0.5,0.06,110.0,50.0,n,22.35,5.714938872445572
0.6,0.06,110.0,50.0,n,23.9,2.4899799195977463
0.1,0.12,110.0,50.0,n,15.35,4.880411975707745
0.2,0.12,110.0,50.0,n,17.15,6.276732304396344
0.3,0.12,110.0,50.0,n,20.6,2.326053807586891
0.4,0.12,110.0,50.0,n,22.35,2.084403234046921
0.5,0.12,110.0,50.0,n,21.95,5.986607861235821
0.6,0.12,110.0,50.0,n,22.7,5.822822610890248
0.1,0.18,110.0,50.0,n,18.15,4.826189517948698
0.2,0.18,110.0,50.0,n,16.6,7.521198112842899
0.3,0.18,110.0,50.0,n,20.35,5.470254492299816
0.4,0.18,110.0,50.0,n,22.6,2.583347481568501
0.5,0.18,110.0,50.0,n,21.05,5.520059114862715
0.6,0.18,110.0,50.0,n,19.7,8.820430828479978
0.1,0.24,110.0,50.0,n,18.0,2.7909628596974425
0.2,0.24,110.0,50.0,n,19.5,5.021008495888996
0.3,0.24,110.0,50.0,n,20.7,2.02874085917453
0.4,0.24,110.0,50.0,n,21.8,1.880649383926509
0.5,0.24,110.0,50.0,n,21.7,2.6177531547010635
0.6,0.24,110.0,50.0,n,22.45,2.114486375359025
0.1,0.3,110.0,50.0,n,19.85,2.084403234046921
0.2,0.3,110.0,50.0,n,19.25,5.3299056968057235
0.3,0.3,110.0,50.0,n,18.6,6.6917073582472995
0.4,0.3,110.0,50.0,n,21.45,2.564432839727663
0.5,0.3,110.0,50.0,n,20.95,5.500956854565347
0.6,0.3,110.0,50.0,n,22.6,2.6036411750510196
0.1,0.0,10.0,0.0,min,27.9,2.1001253095445223
0.2,0.0,10.0,0.0,min,27.45,1.3562719801759993
0.3,0.0,10.0,0.0,min,25.55,1.700619082322051
0.4,0.0,10.0,0.0,min,25.5,1.3954814298487213
0.5,0.0,10.0,0.0,min,25.5,2.013114894621608
0.6,0.0,10.0,0.0,min,24.8,2.067289096988207
0.1,0.06,10.0,0.0,min,28.6,1.5694450913417908
0.2,0.06,10.0,0.0,min,27.5,1.6383560438182505
0.3,0.06,10.0,0.0,min,26.55,2.114486375359025
0.4,0.06,10.0,0.0,min,25.0,2.470883072485369
0.5,0.06,10.0,0.0,min,25.1,2.447340124341226
0.6,0.06,10.0,0.0,min,24.45,1.669383750149485
0.1,0.12,10.0,0.0,min,28.05,2.3050288273114594
0.2,0.12,10.0,0.0,min,26.35,1.5652475842498528
0.3,0.12,10.0,0.0,min,26.1,2.2219005615155596
0.4,0.12,10.0,0.0,min,26.05,2.459674775249769
0.5,0.12,10.0,0.0,min,25.65,2.6011131220468307
0.6,0.12,10.0,0.0,min,24.5,2.946898458772509
0.1,0.18,10.0,0.0,min,27.0,2.1521103473958814
0.2,0.18,10.0,0.0,min,26.35,2.412140346794021
0.3,0.18,10.0,0.0,min,26.25,2.173403830521681
0.4,0.18,10.0,0.0,min,25.65,1.6944180805158293
0.5,0.18,10.0,0.0,min,25.95,2.3725402775129134
0.6,0.18,10.0,0.0,min,25.6,1.635140425323255
0.1,0.24,10.0,0.0,min,25.65,2.5188761069384227
0.2,0.24,10.0,0.0,min,25.3,2.1051315748352692
0.3,0.24,10.0,0.0,min,26.7,2.1545545393788235
0.4,0.24,10.0,0.0,min,26.2,1.7044832524535807
0.5,0.24,10.0,0.0,min,24.6,2.326053807586891
0.6,0.24,10.0,0.0,min,25.3,2.430074722697789
0.1,0.3,10.0,0.0,min,23.8,2.3530495331087184
0.2,0.3,10.0,0.0,min,25.45,1.700619082322051
0.3,0.3,10.0,0.0,min,25.7,1.719853114903161
0.4,0.3,10.0,0.0,min,26.0,1.5559732104309982
0.5,0.3,10.0,0.0,min,25.8,2.0925934551223877
0.6,0.3,10.0,0.0,min,24.85,2.814903943392441
0.1,0.0,30.0,0.0,min,26.1,1.8035053587243284
0.2,0.0,30.0,0.0,min,25.0,1.4867838833500564
0.3,0.0,30.0,0.0,min,23.6,2.326053807586891
0.4,0.0,30.0,0.0,min,20.8,2.7644357947251903
0.5,0.0,30.0,0.0,min,21.75,2.572629210094525
0.6,0.0,30.0,0.0,min,20.85,3.313052337267506
0.1,0.06,30.0,0.0,min,26.15,1.4608937423083819
0.2,0.06,30.0,0.0,min,24.95,1.8771478925557026
0.3,0.06,30.0,0.0,min,23.1,1.99736668746891
0.4,0.06,30.0,0.0,min,21.8,2.117595458607661
0.5,0.06,30.0,0.0,min,21.15,1.7851728502481652
0.6,0.06,30.0,0.0,min,20.75,2.653200649067184
0.1,0.12,30.0,0.0,min,24.9,2.8818853478052757
0.2,0.12,30.0,0.0,min,24.9,1.6827296120792612
0.3,0.12,30.0,0.0,min,23.9,2.19808529119514
0.4,0.12,30.0,0.0,min,22.8,2.8209740758897635
0.5,0.12,30.0,0.0,min,21.35,2.323223713087621
0.6,0.12,30.0,0.0,min,20.5,1.9330913339165219
0.1,0.18,30.0,0.0,min,24.8,1.7947291248483563
0.2,0.18,30.0,0.0,min,23.25,1.9159991209755154
0.3,0.18,30.0,0.0,min,23.6,1.8467610337532774
0.4,0.18,30.0,0.0,min,22.8,2.3973669767168797
0.5,0.18,30.0,0.0,min,20.5,2.6852423197524415
0.6,0.18,30.0,0.0,min,21.25,2.9177316351468727
0.1,0.24,30.0,0.0,min,23.35,2.739093203771527
0.2,0.24,30.0,0.0,min,23.4,2.3708759207472134
0.3,0.24,30.0,0.0,min,22.4,2.8172401575412698
0.4,0.24,30.0,0.0,min,21.75,1.860248992954834
0.5,0.24,30.0,0.0,min,22.0,2.361979544454408
0.6,0.24,30.0,0.0,min,22.75,1.7434086394791457
0.1,0.3,30.0,0.0,min,23.5,2.164303704731799
0.2,0.3,30.0,0.0,min,22.3,2.2501461940809184
0.3,0.3,30.0,0.0,min,22.8,2.284962282309918
0.4,0.3,30.0,0.0,min,22.4,2.9451119181664924
0.5,0.3,30.0,0.0,min,21.6,3.4549735317746157
0.6,0.3,30.0,0.0,min,22.45,2.910507280798134
0.1,0.0,50.0,0.0,min,25.25,2.712058841156426
0.2,0.0,50.0,0.0,min,22.8,2.4408799103688215
0.3,0.0,50.0,0.0,min,20.1,2.468752081944492
0.4,0.0,50.0,0.0,min,16.25,3.385339911410592
0.5,0.0,50.0,0.0,min,16.15,2.433861994963214
0.6,0.0,50.0,0.0,min,16.0,4.1422089199896845
0.1,0.06,50.0,0.0,min,24.1,2.4899799195977463
0.2,0.06,50.0,0.0,min,21.25,2.593006789525688
0.3,0.06,50.0,0.0,min,19.95,2.6650762801367183
0.4,0.06,50.0,0.0,min,17.5,3.153944898227081
0.5,0.06,50.0,0.0,min,15.35,3.4682772911664737
0.6,0.06,50.0,0.0,min,16.35,3.407036063331603
0.1,0.12,50.0,0.0,min,23.7,2.53605578553951
0.2,0.12,50.0,0.0,min,20.7,1.8381913307436342
0.3,0.12,50.0,0.0,min,18.7,2.696976865033572
0.4,0.12,50.0,0.0,min,17.85,3.34467369189629
0.5,0.12,50.0,0.0,min,15.55,3.705969579788235
0.6,0.12,50.0,0.0,min,15.5,2.7434131641941364
0.1,0.18,50.0,0.0,min,19.8,3.3340350138659627
0.2,0.18,50.0,0.0,min,19.75,3.0413812651491097
0.3,0.18,50.0,0.0,min,19.45,2.3725402775129134
0.4,0.18,50.0,0.0,min,19.7,2.226633049436324
0.5,0.18,50.0,0.0,min,17.05,2.584875035155166
0.6,0.18,50.0,0.0,min,16.55,3.2359005904970175
0.1,0.24,50.0,0.0,min,17.35,4.47537119895334
0.2,0.24,50.0,0.0,min,18.9,3.059067625411721
0.3,0.24,50.0,0.0,min,18.5,2.7434131641941364
0.4,0.24,50.0,0.0,min,16.8,2.261811104775156
0.5,0.24,50.0,0.0,min,18.1,2.2454632624823536
0.6,0.24,50.0,0.0,min,17.95,2.6650762801367187
0.1,0.3,50.0,0.0,min,14.5,3.5466811765960937
0.2,0.3,50.0,0.0,min,17.85,3.42244910769128
0.3,0.3,50.0,0.0,min,18.55,2.5230516193063135
0.4,0.3,50.0,0.0,min,18.9,3.322966334942004
0.5,0.3,50.0,0.0,min,17.4,2.5422741580594415
0.6,0.3,50.0,0.0,min,17.4,2.521486612465374
0.1,0.0,70.0,0.0,min,22.5,2.481510575605533
0.2,0.0,70.0,0.0,min,20.0,3.8525452967042315
0.3,0.0,70.0,0.0,min,16.5,3.153944898227081
0.4,0.0,70.0,0.0,min,12.0,2.8284271247461903
0.5,0.0,70.0,0.0,min,13.1,3.2265347225451446
0.6,0.0,70.0,0.0,min,12.4,3.2991226904005537
0.1,0.06,70.0,0.0,min,19.95,3.252124811484591
0.2,0.06,70.0,0.0,min,20.55,3.3478194002726767
0.3,0.06,70.0,0.0,min,16.5,1.670171752907624
0.4,0.06,70.0,0.0,min,11.75,2.9177316351468727
0.5,0.06,70.0,0.0,min,11.15,4.05585995813465
0.6,0.06,70.0,0.0,min,11.2,4.137123333148796
0.1,0.12,70.0,0.0,min,16.0,3.6992175559590694
0.2,0.12,70.0,0.0,min,16.3,4.105195680956922
0.3,0.12,70.0,0.0,min,16.55,3.0517466957034367
0.4,0.12,70.0,0.0,min,12.95,2.87411313552363
0.5,0.12,70.0,0.0,min,12.8,3.286335345030997
0.6,0.12,70.0,0.0,min,11.45,2.605156829302827
0.1,0.18,70.0,0.0,min,14.35,3.265046142980138
0.2,0.18,70.0,0.0,min,11.3,3.6142990876153074
0.3,0.18,70.0,0.0,min,13.05,3.9930861300634706
0.4,0.18,70.0,0.0,min,13.55,3.3635038122078647
0.5,0.18,70.0,0.0,min,13.05,2.6847522673129647
0.6,0.18,70.0,0.0,min,11.6,2.4148662379867796
0.1,0.24,70.0,0.0,min,12.05,3.103054522308793
0.2,0.24,70.0,0.0,min,11.25,2.692582403567252
0.3,0.24,70.0,0.0,min,11.05,3.2032056312059445
0.4,0.24,70.0,0.0,min,12.95,4.559258942554498
0.5,0.24,70.0,0.0,min,13.75,2.7886046312580213
0.6,0.24,70.0,0.0,min,13.0,3.2927352251825375
0.1,0.3,70.0,0.0,min,11.35,3.3130523372675063
0.2,0.3,70.0,0.0,min,8.55,2.564432839727663
0.3,0.3,70.0,0.0,min,8.95,2.8923674513595623
0.4,0.3,70.0,0.0,min,8.95,3.119969635479773
0.5,0.3,70.0,0.0,min,12.25,3.8644806282753947
0.6,0.3,70.0,0.0,min,12.75,3.8780760286784637
0.1,0.0,90.0,0.0,min,21.3,2.9753372210469466
0.2,0.0,90.0,0.0,min,17.3,2.1788456625132104
0.3,0.0,90.0,0.0,min,12.15,3.937338133682116
0.4,0.0,90.0,0.0,min,8.35,2.5188761069384227
0.5,0.0,90.0,0.0,min,8.35,3.6022653691078457
0.6,0.0,90.0,0.0,min,8.9,3.5967821876314887
0.1,0.06,90.0,0.0,min,18.35,4.356181331105683
0.2,0.06,90.0,0.0,min,18.35,2.007223796297028
0.3,0.06,90.0,0.0,min,13.25,2.613225472174388
0.4,0.06,90.0,0.0,min,9.45,2.282081229238369
0.5,0.06,90.0,0.0,min,9.95,3.086046696102688
0.6,0.06,90.0,0.0,min,10.2,2.5874189537269108
0.1,0.12,90.0,0.0,min,12.75,2.826100158391977
0.2,0.12,90.0,0.0,min,12.05,5.010252646219287
0.3,0.12,90.0,0.0,min,10.55,3.720144309594794
0.4,0.12,90.0,0.0,min,9.65,2.9960500312033647
0.5,0.12,90.0,0.0,min,10.65,3.3446736918962903
0.6,0.12,90.0,0.0,min,9.85,3.3603727863375354
0.1,0.18,90.0,0.0,min,11.5,3.153944898227081
0.2,0.18,90.0,0.0,min,11.8,5.925857699412314
0.3,0.18,90.0,0.0,min,10.8,5.217379862687682
0.4,0.18,90.0,0.0,min,9.1,3.8648210961522085
0.5,0.18,90.0,0.0,min,9.8,3.1556132109056243
0.6,0.18,90.0,0.0,min,8.5,3.3638949855315357
0.1,0.24,90.0,0.0,min,12.2,5.053399064517185
0.2,0.24,90.0,0.0,min,10.2,5.463756178577826
0.3,0.24,90.0,0.0,min,11.2,8.769564593404551
0.4,0.24,90.0,0.0,min,9.55,7.7559824108809545
0.5,0.24,90.0,0.0,min,9.45,4.135532804723881
0.6,0.24,90.0,0.0,min,9.15,3.631369177770715
0.1,0.3,90.0,0.0,min,9.35,2.814903943392441
0.2,0.3,90.0,0.0,min,9.9,5.6837719129020945
0.3,0.3,90.0,0.0,min,7.0,2.5955427380922007
0.4,0.3,90.0,0.0,min,6.75,1.996707816698066
0.5,0.3,90.0,0.0,min,7.8,3.2052588367441275
0.6,0.3,90.0,0.0,min,8.65,3.0655127501043986
0.1,0.0,110.0,0.0,min,18.7,2.473012226755907
0.2,0.0,110.0,0.0,min,14.4,2.21002500581233
0.3,0.0,110.0,0.0,min,10.45,3.1367935354770364
0.4,0.0,110.0,0.0,min,7.65,2.4767338424456895
0.5,0.0,110.0,0.0,min,7.4,2.326053807586891
0.6,0.0,110.0,0.0,min,6.55,2.5438263760679396
0.1,0.06,110.0,0.0,min,20.8,8.936029967437854
0.2,0.06,110.0,0.0,min,15.2,6.195074444138751
0.3,0.06,110.0,0.0,min,10.45,3.103054522308793
0.4,0.06,110.0,0.0,min,7.45,1.8488972531299783
0.5,0.06,110.0,0.0,min,7.25,2.3591925469711477
0.6,0.06,110.0,0.0,min,7.35,2.8335397241649978
0.1,0.12,110.0,0.0,min,16.95,9.875408052861731
0.2,0.12,110.0,0.0,min,21.15,11.287044273017301
0.3,0.12,110.0,0.0,min,17.1,11.867248162373972
0.4,0.12,110.0,0.0,min,8.95,2.502104377476982
0.5,0.12,110.0,0.0,min,8.05,2.6847522673129647
0.6,0.12,110.0,0.0,min,7.35,3.1334359818945687
0.1,0.18,110.0,0.0,min,19.75,9.813390422221433
0.2,0.18,110.0,0.0,min,15.65,10.554495176040048
0.3,0.18,110.0,0.0,min,16.65,12.140731791002247
0.4,0.18,110.0,0.0,min,20.95,11.668558743816424
0.5,0.18,110.0,0.0,min,7.3,3.096687534158157
0.6,0.18,110.0,0.0,min,8.35,2.0332758116683998
0.1,0.24,110.0,0.0,min,12.65,8.424744256621306
0.2,0.24,110.0,0.0,min,12.6,9.686670168193423
0.3,0.24,110.0,0.0,min,16.2,12.779918457856986
0.4,0.24,110.0,0.0,min,19.7,12.941569090582323
0.5,0.24,110.0,0.0,min,10.9,10.764952880821903
0.6,0.24,110.0,0.0,min,9.55,7.857112098367683
0.1,0.3,110.0,0.0,min,11.1,7.496665925596525
0.2,0.3,110.0,0.0,min,11.45,8.647938604387935
0.3,0.3,110.0,0.0,min,13.9,11.584472366059664
0.4,0.3,110.0,0.0,min,12.6,11.023420044327631
0.5,0.3,110.0,0.0,min,14.95,12.360697476488257
0.6,0.3,110.0,0.0,min,16.2,12.676542779563569
0.1,0.0,10.0,10.0,min,27.95,1.5035046776746235
0.2,0.0,10.0,10.0,min,27.45,1.7312909694943341
0.3,0.0,10.0,10.0,min,26.15,2.4553914898486253
0.4,0.0,10.0,10.0,min,23.75,3.0928610498508027
0.5,0.0,10.0,10.0,min,24.15,2.433861994963214
0.6,0.0,10.0,10.0,min,24.4,2.3708759207472134
0.1,0.06,10.0,10.0,min,28.35,2.0332758116683998
0.2,0.06,10.0,10.0,min,27.65,1.5652475842498528
0.3,0.06,10.0,10.0,min,26.85,1.9808291724745766
0.4,0.06,10.0,10.0,min,25.45,1.5035046776746235
0.5,0.06,10.0,10.0,min,24.35,2.323223713087621
0.6,0.06,10.0,10.0,min,24.5,2.164303704731799
0.1,0.12,10.0,10.0,min,27.7,1.8666040089734592
0.2,0.12,10.0,10.0,min,27.25,1.943274501832843
0.3,0.12,10.0,10.0,min,26.2,1.7651599003161753
